Block,Point,Points_0,Points_1,Points_2,Points_Magnitude,ids,,r0,r1,t0,t1,vol
block_1,3761,13.7984,0.50625,0,13.8077,6178,,,,,,
block_1,3675,13.7984,0.45,0,13.8057,6114,,,,,,
block_1,3673,13.7984,0.39375,0,13.804,6112,,,,,,
block_1,3667,13.7984,0.3375,0,13.8025,6108,,,,,,
block_1,3665,13.7984,0.28125,0,13.8012,6106,,,,,,
block_1,3639,13.7984,0.225,0,13.8002,6088,,,,,,
block_1,3637,13.7984,0.16875,0,13.7994,6086,,,,,,
block_1,3629,13.7984,0.1125,0,13.7988,6081,,,,,,
block_1,3626,13.7984,0.05625,0,13.7985,6079,,,,,,
block_1,3625,13.7984,0,0,13.7984,6078,,,,,,
block_1,9808,13.7348,1.8,0,13.8522,214,,,,,,
block_1,9806,13.7348,1.74375,0,13.845,10672,,,,,,
block_1,9800,13.7348,1.6875,0,13.8381,2772,,,,,,
block_1,9798,13.7348,1.63125,0,13.8313,10666,,,,,,
block_1,9776,13.7348,1.575,0,13.8248,745,,,,,,
block_1,9774,13.7348,1.51875,0,13.8185,10648,,,,,,
block_1,9768,13.7348,1.4625,0,13.8124,2766,,,,,,
block_1,9766,13.7348,1.40625,0,13.8066,10642,,,,,,
block_1,9680,13.7348,1.35,0,13.801,212,,,,,,
block_1,9678,13.7348,1.29375,0,13.7956,10576,,,,,,
block_1,9672,13.7348,1.2375,0,13.7904,2748,,,,,,
block_1,9670,13.7348,1.18125,0,13.7855,10570,,,,,,
block_1,9648,13.7348,1.125,0,13.7808,739,,,,,,
block_1,9646,13.7348,1.06875,0,13.7763,10552,,,,,,
block_1,9640,13.7348,1.0125,0,13.7721,2742,,,,,,
block_1,9638,13.7348,0.95625,0,13.768,10546,,,,,,
block_1,3760,13.7348,0.9,0,13.7642,135,,,,,,
block_1,3758,13.7348,0.84375,0,13.7607,6176,,,,,,
block_1,3752,13.7348,0.7875,0,13.7573,1628,,,,,,
block_1,3750,13.7348,0.73125,0,13.7542,6170,,,,,,
block_1,3728,13.7348,0.675,0,13.7514,449,,,,,,
block_1,3726,13.7348,0.61875,0,13.7487,6152,,,,,,
block_1,3720,13.7348,0.5625,0,13.7463,1622,,,,,,
block_1,3718,13.7348,0.50625,0,13.7441,6146,,,,,,
block_1,3624,13.7348,0.45,0,13.7422,133,,,,,,
block_1,3622,13.7348,0.39375,0,13.7404,6076,,,,,,
block_1,3616,13.7348,0.3375,0,13.7389,1602,,,,,,
block_1,3614,13.7348,0.28125,0,13.7377,6070,,,,,,
block_1,3592,13.7348,0.225,0,13.7366,442,,,,,,
block_1,3590,13.7348,0.16875,0,13.7358,6052,,,,,,
block_1,3584,13.7348,0.1125,0,13.7352,1596,,,,,,
block_1,3582,13.7348,0.05625,0,13.7349,6046,,,,,,
block_1,3581,13.7348,0,0,13.7348,132,,,,,,
block_1,9807,13.6712,1.8,0,13.7892,10673,,,,,,
block_1,9805,13.6712,1.74375,0,13.782,10671,,,,,,
block_1,9799,13.6712,1.6875,0,13.7749,10667,,,,,,
block_1,9797,13.6712,1.63125,0,13.7682,10665,,,,,,
block_1,9775,13.6712,1.575,0,13.7616,10649,,,,,,
block_1,9773,13.6712,1.51875,0,13.7553,10647,,,,,,
block_1,9767,13.6712,1.4625,0,13.7492,10643,,,,,,
block_1,9765,13.6712,1.40625,0,13.7433,10641,,,,,,
block_1,9679,13.6712,1.35,0,13.7377,10577,,,,,,
block_1,9677,13.6712,1.29375,0,13.7323,10575,,,,,,
block_1,9671,13.6712,1.2375,0,13.7271,10571,,,,,,
block_1,9669,13.6712,1.18125,0,13.7221,10569,,,,,,
block_1,9647,13.6712,1.125,0,13.7174,10553,,,,,,
block_1,9645,13.6712,1.06875,0,13.7129,10551,,,,,,
block_1,9639,13.6712,1.0125,0,13.7086,10547,,,,,,
block_1,9637,13.6712,0.95625,0,13.7046,10545,,,,,,
block_1,3759,13.6712,0.9,0,13.7008,6177,,,,,,
block_1,3757,13.6712,0.84375,0,13.6972,6175,,,,,,
block_1,3751,13.6712,0.7875,0,13.6939,6171,,,,,,
block_1,3749,13.6712,0.73125,0,13.6907,6169,,,,,,
block_1,3727,13.6712,0.675,0,13.6878,6153,,,,,,
block_1,3725,13.6712,0.61875,0,13.6852,6151,,,,,,
block_1,3719,13.6712,0.5625,0,13.6828,6147,,,,,,
block_1,3717,13.6712,0.50625,0,13.6806,6145,,,,,,
block_1,3623,13.6712,0.45,0,13.6786,6077,,,,,,
block_1,3621,13.6712,0.39375,0,13.6769,6075,,,,,,
block_1,3615,13.6712,0.3375,0,13.6754,6071,,,,,,
block_1,3613,13.6712,0.28125,0,13.6741,6069,,,,,,
block_1,3591,13.6712,0.225,0,13.673,6053,,,,,,
block_1,3589,13.6712,0.16875,0,13.6722,6051,,,,,,
block_1,3583,13.6712,0.1125,0,13.6717,6047,,,,,,
block_1,3580,13.6712,0.05625,0,13.6713,6045,,,,,,
block_1,3579,13.6712,0,0,13.6712,6044,,,,,,
block_1,9804,13.6076,1.8,0,13.7261,2773,,,,,,
block_1,9802,13.6076,1.74375,0,13.7189,10669,,,,,,
block_1,9796,13.6076,1.6875,0,13.7118,2771,,,,,,
block_1,9794,13.6076,1.63125,0,13.705,10663,,,,,,
block_1,9772,13.6076,1.575,0,13.6985,2767,,,,,,
block_1,9770,13.6076,1.51875,0,13.6921,10645,,,,,,
block_1,9764,13.6076,1.4625,0,13.686,2765,,,,,,
block_1,9762,13.6076,1.40625,0,13.6801,10639,,,,,,
block_1,9676,13.6076,1.35,0,13.6744,2749,,,,,,
block_1,9674,13.6076,1.29375,0,13.669,10573,,,,,,
block_1,9668,13.6076,1.2375,0,13.6638,2747,,,,,,
block_1,9666,13.6076,1.18125,0,13.6588,10567,,,,,,
block_1,9644,13.6076,1.125,0,13.654,2743,,,,,,
block_1,9642,13.6076,1.06875,0,13.6495,10549,,,,,,
block_1,9636,13.6076,1.0125,0,13.6452,2741,,,,,,
block_1,9634,13.6076,0.95625,0,13.6412,10543,,,,,,
block_1,3756,13.6076,0.9,0,13.6373,1629,,,,,,
block_1,3754,13.6076,0.84375,0,13.6337,6173,,,,,,
block_1,3748,13.6076,0.7875,0,13.6304,1627,,,,,,
block_1,3746,13.6076,0.73125,0,13.6272,6167,,,,,,
block_1,3724,13.6076,0.675,0,13.6243,1623,,,,,,
block_1,3722,13.6076,0.61875,0,13.6217,6149,,,,,,
block_1,3716,13.6076,0.5625,0,13.6192,1621,,,,,,
block_1,3714,13.6076,0.50625,0,13.617,6143,,,,,,
block_1,3620,13.6076,0.45,0,13.615,1603,,,,,,
block_1,3618,13.6076,0.39375,0,13.6133,6073,,,,,,
block_1,3612,13.6076,0.3375,0,13.6118,1601,,,,,,
block_1,3610,13.6076,0.28125,0,13.6105,6067,,,,,,
block_1,3588,13.6076,0.225,0,13.6095,1597,,,,,,
block_1,3586,13.6076,0.16875,0,13.6087,6049,,,,,,
block_1,3578,13.6076,0.1125,0,13.6081,1595,,,,,,
block_1,3576,13.6076,0.05625,0,13.6077,6042,,,,,,
block_1,3575,13.6076,0,0,13.6076,1594,,,,,,
block_1,9803,13.544,1.8,0,13.6631,10670,,,,,,
block_1,9801,13.544,1.74375,0,13.6558,10668,,,,,,
block_1,9795,13.544,1.6875,0,13.6487,10664,,,,,,
block_1,9793,13.544,1.63125,0,13.6419,10662,,,,,,
block_1,9771,13.544,1.575,0,13.6353,10646,,,,,,
block_1,9769,13.544,1.51875,0,13.6289,10644,,,,,,
block_1,9763,13.544,1.4625,0,13.6228,10640,,,,,,
block_1,9761,13.544,1.40625,0,13.6168,10638,,,,,,
block_1,9675,13.544,1.35,0,13.6111,10574,,,,,,
block_1,9673,13.544,1.29375,0,13.6057,10572,,,,,,
block_1,9667,13.544,1.2375,0,13.6004,10568,,,,,,
block_1,9665,13.544,1.18125,0,13.5954,10566,,,,,,
block_1,9643,13.544,1.125,0,13.5907,10550,,,,,,
block_1,9641,13.544,1.06875,0,13.5861,10548,,,,,,
block_1,9635,13.544,1.0125,0,13.5818,10544,,,,,,
block_1,9633,13.544,0.95625,0,13.5777,10542,,,,,,
block_1,3755,13.544,0.9,0,13.5739,6174,,,,,,
block_1,3753,13.544,0.84375,0,13.5703,6172,,,,,,
block_1,3747,13.544,0.7875,0,13.5669,6168,,,,,,
block_1,3745,13.544,0.73125,0,13.5637,6166,,,,,,
block_1,3723,13.544,0.675,0,13.5608,6150,,,,,,
block_1,3721,13.544,0.61875,0,13.5581,6148,,,,,,
block_1,3715,13.544,0.5625,0,13.5557,6144,,,,,,
block_1,3713,13.544,0.50625,0,13.5535,6142,,,,,,
block_1,3619,13.544,0.45,0,13.5515,6074,,,,,,
block_1,3617,13.544,0.39375,0,13.5497,6072,,,,,,
block_1,3611,13.544,0.3375,0,13.5482,6068,,,,,,
block_1,3609,13.544,0.28125,0,13.5469,6066,,,,,,
block_1,3587,13.544,0.225,0,13.5459,6050,,,,,,
block_1,3585,13.544,0.16875,0,13.5451,6048,,,,,,
block_1,3577,13.544,0.1125,0,13.5445,6043,,,,,,
block_1,3574,13.544,0.05625,0,13.5441,6041,,,,,,
block_1,3573,13.544,0,0,13.544,6040,,,,,,
block_1,9792,13.4804,1.8,0,13.6001,746,,,,,,
block_1,9790,13.4804,1.74375,0,13.5927,10660,,,,,,
block_1,9784,13.4804,1.6875,0,13.5856,2769,,,,,,
block_1,9782,13.4804,1.63125,0,13.5788,10654,,,,,,
block_1,9760,13.4804,1.575,0,13.5721,744,,,,,,
block_1,9758,13.4804,1.51875,0,13.5657,10636,,,,,,
block_1,9752,13.4804,1.4625,0,13.5595,2763,,,,,,
block_1,9750,13.4804,1.40625,0,13.5536,10630,,,,,,
block_1,9664,13.4804,1.35,0,13.5479,740,,,,,,
block_1,9662,13.4804,1.29375,0,13.5424,10564,,,,,,
block_1,9656,13.4804,1.2375,0,13.5371,2745,,,,,,
block_1,9654,13.4804,1.18125,0,13.5321,10558,,,,,,
block_1,9632,13.4804,1.125,0,13.5273,738,,,,,,
block_1,9630,13.4804,1.06875,0,13.5227,10540,,,,,,
block_1,9624,13.4804,1.0125,0,13.5184,2739,,,,,,
block_1,9622,13.4804,0.95625,0,13.5143,10534,,,,,,
block_1,3744,13.4804,0.9,0,13.5104,450,,,,,,
block_1,3742,13.4804,0.84375,0,13.5068,6164,,,,,,
block_1,3736,13.4804,0.7875,0,13.5034,1625,,,,,,
block_1,3734,13.4804,0.73125,0,13.5003,6158,,,,,,
block_1,3712,13.4804,0.675,0,13.4973,448,,,,,,
block_1,3710,13.4804,0.61875,0,13.4946,6140,,,,,,
block_1,3704,13.4804,0.5625,0,13.4922,1619,,,,,,
block_1,3702,13.4804,0.50625,0,13.4899,6134,,,,,,
block_1,3608,13.4804,0.45,0,13.4879,443,,,,,,
block_1,3606,13.4804,0.39375,0,13.4862,6064,,,,,,
block_1,3600,13.4804,0.3375,0,13.4847,1599,,,,,,
block_1,3598,13.4804,0.28125,0,13.4834,6058,,,,,,
block_1,3572,13.4804,0.225,0,13.4823,441,,,,,,
block_1,3570,13.4804,0.16875,0,13.4815,6038,,,,,,
block_1,3564,13.4804,0.1125,0,13.4809,1592,,,,,,
block_1,3562,13.4804,0.05625,0,13.4806,6032,,,,,,
block_1,3561,13.4804,0,0,13.4804,440,,,,,,
block_1,9791,13.4168,1.8,0,13.5371,10661,,,,,,
block_1,9789,13.4168,1.74375,0,13.5297,10659,,,,,,
block_1,9783,13.4168,1.6875,0,13.5226,10655,,,,,,
block_1,9781,13.4168,1.63125,0,13.5156,10653,,,,,,
block_1,9759,13.4168,1.575,0,13.509,10637,,,,,,
block_1,9757,13.4168,1.51875,0,13.5025,10635,,,,,,
block_1,9751,13.4168,1.4625,0,13.4963,10631,,,,,,
block_1,9749,13.4168,1.40625,0,13.4903,10629,,,,,,
block_1,9663,13.4168,1.35,0,13.4846,10565,,,,,,
block_1,9661,13.4168,1.29375,0,13.4791,10563,,,,,,
block_1,9655,13.4168,1.2375,0,13.4738,10559,,,,,,
block_1,9653,13.4168,1.18125,0,13.4687,10557,,,,,,
block_1,9631,13.4168,1.125,0,13.4639,10541,,,,,,
block_1,9629,13.4168,1.06875,0,13.4593,10539,,,,,,
block_1,9623,13.4168,1.0125,0,13.455,10535,,,,,,
block_1,9621,13.4168,0.95625,0,13.4509,10533,,,,,,
block_1,3743,13.4168,0.9,0,13.447,6165,,,,,,
block_1,3741,13.4168,0.84375,0,13.4434,6163,,,,,,
block_1,3735,13.4168,0.7875,0,13.4399,6159,,,,,,
block_1,3733,13.4168,0.73125,0,13.4368,6157,,,,,,
block_1,3711,13.4168,0.675,0,13.4338,6141,,,,,,
block_1,3709,13.4168,0.61875,0,13.4311,6139,,,,,,
block_1,3703,13.4168,0.5625,0,13.4286,6135,,,,,,
block_1,3701,13.4168,0.50625,0,13.4264,6133,,,,,,
block_1,3607,13.4168,0.45,0,13.4244,6065,,,,,,
block_1,3605,13.4168,0.39375,0,13.4226,6063,,,,,,
block_1,3599,13.4168,0.3375,0,13.4211,6059,,,,,,
block_1,3597,13.4168,0.28125,0,13.4198,6057,,,,,,
block_1,3571,13.4168,0.225,0,13.4187,6039,,,,,,
block_1,3569,13.4168,0.16875,0,13.4179,6037,,,,,,
block_1,3563,13.4168,0.1125,0,13.4173,6033,,,,,,
block_1,3560,13.4168,0.05625,0,13.417,6031,,,,,,
block_1,3559,13.4168,0,0,13.4168,6030,,,,,,
block_1,9788,13.3533,1.8,0,13.474,2770,,,,,,
block_1,9786,13.3533,1.74375,0,13.4666,10657,,,,,,
block_1,9780,13.3533,1.6875,0,13.4595,2768,,,,,,
block_1,9778,13.3533,1.63125,0,13.4525,10651,,,,,,
block_1,9756,13.3533,1.575,0,13.4458,2764,,,,,,
block_1,9754,13.3533,1.51875,0,13.4394,10633,,,,,,
block_1,9748,13.3533,1.4625,0,13.4331,2762,,,,,,
block_1,9746,13.3533,1.40625,0,13.4271,10627,,,,,,
block_1,9660,13.3533,1.35,0,13.4213,2746,,,,,,
block_1,9658,13.3533,1.29375,0,13.4158,10561,,,,,,
block_1,9652,13.3533,1.2375,0,13.4105,2744,,,,,,
block_1,9650,13.3533,1.18125,0,13.4054,10555,,,,,,
block_1,9628,13.3533,1.125,0,13.4006,2740,,,,,,
block_1,9626,13.3533,1.06875,0,13.396,10537,,,,,,
block_1,9620,13.3533,1.0125,0,13.3916,2738,,,,,,
block_1,9618,13.3533,0.95625,0,13.3875,10531,,,,,,
block_1,3740,13.3533,0.9,0,13.3836,1626,,,,,,
block_1,3738,13.3533,0.84375,0,13.3799,6161,,,,,,
block_1,3732,13.3533,0.7875,0,13.3765,1624,,,,,,
block_1,3730,13.3533,0.73125,0,13.3733,6155,,,,,,
block_1,3708,13.3533,0.675,0,13.3703,1620,,,,,,
block_1,3706,13.3533,0.61875,0,13.3676,6137,,,,,,
block_1,3700,13.3533,0.5625,0,13.3651,1618,,,,,,
block_1,3698,13.3533,0.50625,0,13.3629,6131,,,,,,
block_1,3604,13.3533,0.45,0,13.3608,1600,,,,,,
block_1,3602,13.3533,0.39375,0,13.3591,6061,,,,,,
block_1,3596,13.3533,0.3375,0,13.3575,1598,,,,,,
block_1,3594,13.3533,0.28125,0,13.3562,6055,,,,,,
block_1,3568,13.3533,0.225,0,13.3552,1593,,,,,,
block_1,3566,13.3533,0.16875,0,13.3543,6035,,,,,,
block_1,3558,13.3533,0.1125,0,13.3537,1591,,,,,,
block_1,3556,13.3533,0.05625,0,13.3534,6028,,,,,,
block_1,3555,13.3533,0,0,13.3533,1590,,,,,,
block_1,9787,13.2897,1.8,0,13.411,10658,,,,,,
block_1,9785,13.2897,1.74375,0,13.4036,10656,,,,,,
block_1,9779,13.2897,1.6875,0,13.3964,10652,,,,,,
block_1,9777,13.2897,1.63125,0,13.3894,10650,,,,,,
block_1,9755,13.2897,1.575,0,13.3827,10634,,,,,,
block_1,9753,13.2897,1.51875,0,13.3762,10632,,,,,,
block_1,9747,13.2897,1.4625,0,13.3699,10628,,,,,,
block_1,9745,13.2897,1.40625,0,13.3639,10626,,,,,,
block_1,9659,13.2897,1.35,0,13.3581,10562,,,,,,
block_1,9657,13.2897,1.29375,0,13.3525,10560,,,,,,
block_1,9651,13.2897,1.2375,0,13.3472,10556,,,,,,
block_1,9649,13.2897,1.18125,0,13.3421,10554,,,,,,
block_1,9627,13.2897,1.125,0,13.3372,10538,,,,,,
block_1,9625,13.2897,1.06875,0,13.3326,10536,,,,,,
block_1,9619,13.2897,1.0125,0,13.3282,10532,,,,,,
block_1,9617,13.2897,0.95625,0,13.324,10530,,,,,,
block_1,3739,13.2897,0.9,0,13.3201,6162,,,,,,
block_1,3737,13.2897,0.84375,0,13.3164,6160,,,,,,
block_1,3731,13.2897,0.7875,0,13.313,6156,,,,,,
block_1,3729,13.2897,0.73125,0,13.3098,6154,,,,,,
block_1,3707,13.2897,0.675,0,13.3068,6138,,,,,,
block_1,3705,13.2897,0.61875,0,13.3041,6136,,,,,,
block_1,3699,13.2897,0.5625,0,13.3016,6132,,,,,,
block_1,3697,13.2897,0.50625,0,13.2993,6130,,,,,,
block_1,3603,13.2897,0.45,0,13.2973,6062,,,,,,
block_1,3601,13.2897,0.39375,0,13.2955,6060,,,,,,
block_1,3595,13.2897,0.3375,0,13.294,6056,,,,,,
block_1,3593,13.2897,0.28125,0,13.2926,6054,,,,,,
block_1,3567,13.2897,0.225,0,13.2916,6036,,,,,,
block_1,3565,13.2897,0.16875,0,13.2907,6034,,,,,,
block_1,3557,13.2897,0.1125,0,13.2902,6029,,,,,,
block_1,3554,13.2897,0.05625,0,13.2898,6027,,,,,,
block_1,3553,13.2897,0,0,13.2897,6026,,,,,,
block_1,9616,13.2261,1.8,0,13.348,62,,,,,,
block_1,9614,13.2261,1.74375,0,13.3405,10528,,,,,,
block_1,9608,13.2261,1.6875,0,13.3333,2736,,,,,,
block_1,9606,13.2261,1.63125,0,13.3263,10522,,,,,,
block_1,9584,13.2261,1.575,0,13.3195,736,,,,,,
block_1,9582,13.2261,1.51875,0,13.313,10504,,,,,,
block_1,9576,13.2261,1.4625,0,13.3067,2730,,,,,,
block_1,9574,13.2261,1.40625,0,13.3006,10498,,,,,,
block_1,9488,13.2261,1.35,0,13.2948,210,,,,,,
block_1,9486,13.2261,1.29375,0,13.2892,10432,,,,,,
block_1,9480,13.2261,1.2375,0,13.2839,2712,,,,,,
block_1,9478,13.2261,1.18125,0,13.2787,10426,,,,,,
block_1,9456,13.2261,1.125,0,13.2738,730,,,,,,
block_1,9454,13.2261,1.06875,0,13.2692,10408,,,,,,
block_1,9448,13.2261,1.0125,0,13.2648,2706,,,,,,
block_1,9446,13.2261,0.95625,0,13.2606,10402,,,,,,
block_1,3552,13.2261,0.9,0,13.2567,28,,,,,,
block_1,3550,13.2261,0.84375,0,13.253,6024,,,,,,
block_1,3544,13.2261,0.7875,0,13.2495,1588,,,,,,
block_1,3542,13.2261,0.73125,0,13.2463,6018,,,,,,
block_1,3520,13.2261,0.675,0,13.2433,438,,,,,,
block_1,3518,13.2261,0.61875,0,13.2406,6000,,,,,,
block_1,3512,13.2261,0.5625,0,13.238,1582,,,,,,
block_1,3510,13.2261,0.50625,0,13.2358,5994,,,,,,
block_1,3424,13.2261,0.45,0,13.2337,130,,,,,,
block_1,3422,13.2261,0.39375,0,13.2319,5928,,,,,,
block_1,3416,13.2261,0.3375,0,13.2304,1564,,,,,,
block_1,3414,13.2261,0.28125,0,13.2291,5922,,,,,,
block_1,3392,13.2261,0.225,0,13.228,432,,,,,,
block_1,3390,13.2261,0.16875,0,13.2272,5904,,,,,,
block_1,3384,13.2261,0.1125,0,13.2266,1558,,,,,,
block_1,3382,13.2261,0.05625,0,13.2262,5898,,,,,,
block_1,3381,13.2261,0,0,13.2261,27,,,,,,
block_1,9615,13.1625,1.8,0,13.285,10529,,,,,,
block_1,9613,13.1625,1.74375,0,13.2775,10527,,,,,,
block_1,9607,13.1625,1.6875,0,13.2702,10523,,,,,,
block_1,9605,13.1625,1.63125,0,13.2632,10521,,,,,,
block_1,9583,13.1625,1.575,0,13.2564,10505,,,,,,
block_1,9581,13.1625,1.51875,0,13.2498,10503,,,,,,
block_1,9575,13.1625,1.4625,0,13.2435,10499,,,,,,
block_1,9573,13.1625,1.40625,0,13.2374,10497,,,,,,
block_1,9487,13.1625,1.35,0,13.2315,10433,,,,,,
block_1,9485,13.1625,1.29375,0,13.2259,10431,,,,,,
block_1,9479,13.1625,1.2375,0,13.2205,10427,,,,,,
block_1,9477,13.1625,1.18125,0,13.2154,10425,,,,,,
block_1,9455,13.1625,1.125,0,13.2105,10409,,,,,,
block_1,9453,13.1625,1.06875,0,13.2058,10407,,,,,,
block_1,9447,13.1625,1.0125,0,13.2014,10403,,,,,,
block_1,9445,13.1625,0.95625,0,13.1972,10401,,,,,,
block_1,3551,13.1625,0.9,0,13.1932,6025,,,,,,
block_1,3549,13.1625,0.84375,0,13.1895,6023,,,,,,
block_1,3543,13.1625,0.7875,0,13.186,6019,,,,,,
block_1,3541,13.1625,0.73125,0,13.1828,6017,,,,,,
block_1,3519,13.1625,0.675,0,13.1798,6001,,,,,,
block_1,3517,13.1625,0.61875,0,13.177,5999,,,,,,
block_1,3511,13.1625,0.5625,0,13.1745,5995,,,,,,
block_1,3509,13.1625,0.50625,0,13.1722,5993,,,,,,
block_1,3423,13.1625,0.45,0,13.1702,5929,,,,,,
block_1,3421,13.1625,0.39375,0,13.1684,5927,,,,,,
block_1,3415,13.1625,0.3375,0,13.1668,5923,,,,,,
block_1,3413,13.1625,0.28125,0,13.1655,5921,,,,,,
block_1,3391,13.1625,0.225,0,13.1644,5905,,,,,,
block_1,3389,13.1625,0.16875,0,13.1636,5903,,,,,,
block_1,3383,13.1625,0.1125,0,13.163,5899,,,,,,
block_1,3380,13.1625,0.05625,0,13.1626,5897,,,,,,
block_1,3379,13.1625,0,0,13.1625,5896,,,,,,
block_1,9612,13.0989,1.8,0,13.222,2737,,,,,,
block_1,9610,13.0989,1.74375,0,13.2145,10525,,,,,,
block_1,9604,13.0989,1.6875,0,13.2072,2735,,,,,,
block_1,9602,13.0989,1.63125,0,13.2001,10519,,,,,,
block_1,9580,13.0989,1.575,0,13.1933,2731,,,,,,
block_1,9578,13.0989,1.51875,0,13.1867,10501,,,,,,
block_1,9572,13.0989,1.4625,0,13.1803,2729,,,,,,
block_1,9570,13.0989,1.40625,0,13.1742,10495,,,,,,
block_1,9484,13.0989,1.35,0,13.1683,2713,,,,,,
block_1,9482,13.0989,1.29375,0,13.1626,10429,,,,,,
block_1,9476,13.0989,1.2375,0,13.1572,2711,,,,,,
block_1,9474,13.0989,1.18125,0,13.1521,10423,,,,,,
block_1,9452,13.0989,1.125,0,13.1471,2707,,,,,,
block_1,9450,13.0989,1.06875,0,13.1424,10405,,,,,,
block_1,9444,13.0989,1.0125,0,13.138,2705,,,,,,
block_1,9442,13.0989,0.95625,0,13.1338,10399,,,,,,
block_1,3548,13.0989,0.9,0,13.1298,1589,,,,,,
block_1,3546,13.0989,0.84375,0,13.1261,6021,,,,,,
block_1,3540,13.0989,0.7875,0,13.1226,1587,,,,,,
block_1,3538,13.0989,0.73125,0,13.1193,6015,,,,,,
block_1,3516,13.0989,0.675,0,13.1163,1583,,,,,,
block_1,3514,13.0989,0.61875,0,13.1135,5997,,,,,,
block_1,3508,13.0989,0.5625,0,13.111,1581,,,,,,
block_1,3506,13.0989,0.50625,0,13.1087,5991,,,,,,
block_1,3420,13.0989,0.45,0,13.1066,1565,,,,,,
block_1,3418,13.0989,0.39375,0,13.1048,5925,,,,,,
block_1,3412,13.0989,0.3375,0,13.1033,1563,,,,,,
block_1,3410,13.0989,0.28125,0,13.1019,5919,,,,,,
block_1,3388,13.0989,0.225,0,13.1008,1559,,,,,,
block_1,3386,13.0989,0.16875,0,13.1,5901,,,,,,
block_1,3378,13.0989,0.1125,0,13.0994,1557,,,,,,
block_1,3376,13.0989,0.05625,0,13.099,5894,,,,,,
block_1,3375,13.0989,0,0,13.0989,1556,,,,,,
block_1,9611,13.0353,1.8,0,13.159,10526,,,,,,
block_1,9609,13.0353,1.74375,0,13.1514,10524,,,,,,
block_1,9603,13.0353,1.6875,0,13.1441,10520,,,,,,
block_1,9601,13.0353,1.63125,0,13.137,10518,,,,,,
block_1,9579,13.0353,1.575,0,13.1301,10502,,,,,,
block_1,9577,13.0353,1.51875,0,13.1235,10500,,,,,,
block_1,9571,13.0353,1.4625,0,13.1171,10496,,,,,,
block_1,9569,13.0353,1.40625,0,13.111,10494,,,,,,
block_1,9483,13.0353,1.35,0,13.105,10430,,,,,,
block_1,9481,13.0353,1.29375,0,13.0994,10428,,,,,,
block_1,9475,13.0353,1.2375,0,13.0939,10424,,,,,,
block_1,9473,13.0353,1.18125,0,13.0887,10422,,,,,,
block_1,9451,13.0353,1.125,0,13.0838,10406,,,,,,
block_1,9449,13.0353,1.06875,0,13.0791,10404,,,,,,
block_1,9443,13.0353,1.0125,0,13.0746,10400,,,,,,
block_1,9441,13.0353,0.95625,0,13.0704,10398,,,,,,
block_1,3547,13.0353,0.9,0,13.0664,6022,,,,,,
block_1,3545,13.0353,0.84375,0,13.0626,6020,,,,,,
block_1,3539,13.0353,0.7875,0,13.0591,6016,,,,,,
block_1,3537,13.0353,0.73125,0,13.0558,6014,,,,,,
block_1,3515,13.0353,0.675,0,13.0528,5998,,,,,,
block_1,3513,13.0353,0.61875,0,13.05,5996,,,,,,
block_1,3507,13.0353,0.5625,0,13.0475,5992,,,,,,
block_1,3505,13.0353,0.50625,0,13.0452,5990,,,,,,
block_1,3419,13.0353,0.45,0,13.0431,5926,,,,,,
block_1,3417,13.0353,0.39375,0,13.0413,5924,,,,,,
block_1,3411,13.0353,0.3375,0,13.0397,5920,,,,,,
block_1,3409,13.0353,0.28125,0,13.0384,5918,,,,,,
block_1,3387,13.0353,0.225,0,13.0373,5902,,,,,,
block_1,3385,13.0353,0.16875,0,13.0364,5900,,,,,,
block_1,3377,13.0353,0.1125,0,13.0358,5895,,,,,,
block_1,3374,13.0353,0.05625,0,13.0354,5893,,,,,,
block_1,3373,13.0353,0,0,13.0353,5892,,,,,,
block_1,9600,12.9717,1.8,0,13.096,737,,,,,,
block_1,9598,12.9717,1.74375,0,13.0884,10516,,,,,,
block_1,9592,12.9717,1.6875,0,13.081,2733,,,,,,
block_1,9590,12.9717,1.63125,0,13.0739,10510,,,,,,
block_1,9568,12.9717,1.575,0,13.067,735,,,,,,
block_1,9566,12.9717,1.51875,0,13.0603,10492,,,,,,
block_1,9560,12.9717,1.4625,0,13.0539,2727,,,,,,
block_1,9558,12.9717,1.40625,0,13.0477,10486,,,,,,
block_1,9472,12.9717,1.35,0,13.0418,731,,,,,,
block_1,9470,12.9717,1.29375,0,13.0361,10420,,,,,,
block_1,9464,12.9717,1.2375,0,13.0306,2709,,,,,,
block_1,9462,12.9717,1.18125,0,13.0254,10414,,,,,,
block_1,9440,12.9717,1.125,0,13.0204,729,,,,,,
block_1,9438,12.9717,1.06875,0,13.0157,10396,,,,,,
block_1,9432,12.9717,1.0125,0,13.0112,2703,,,,,,
block_1,9430,12.9717,0.95625,0,13.0069,10390,,,,,,
block_1,3536,12.9717,0.9,0,13.0029,439,,,,,,
block_1,3534,12.9717,0.84375,0,12.9992,6012,,,,,,
block_1,3528,12.9717,0.7875,0,12.9956,1585,,,,,,
block_1,3526,12.9717,0.73125,0,12.9923,6006,,,,,,
block_1,3504,12.9717,0.675,0,12.9893,437,,,,,,
block_1,3502,12.9717,0.61875,0,12.9865,5988,,,,,,
block_1,3496,12.9717,0.5625,0,12.9839,1579,,,,,,
block_1,3494,12.9717,0.50625,0,12.9816,5982,,,,,,
