Block,Point,Points_0,Points_1,Points_2,Points_Magnitude,ids,,r0,r1,t0,t1,vol
block_1,11137,19.1397,1.63125,0,19.2091,11670,,,,,,
block_1,11115,19.1397,1.575,0,19.2044,11654,,,,,,
block_1,11113,19.1397,1.51875,0,19.1998,11652,,,,,,
block_1,11107,19.1397,1.4625,0,19.1955,11648,,,,,,
block_1,11105,19.1397,1.40625,0,19.1913,11646,,,,,,
block_1,11019,19.1397,1.35,0,19.1872,11582,,,,,,
block_1,11017,19.1397,1.29375,0,19.1833,11580,,,,,,
block_1,11011,19.1397,1.2375,0,19.1796,11576,,,,,,
block_1,11009,19.1397,1.18125,0,19.1761,11574,,,,,,
block_1,10987,19.1397,1.125,0,19.1727,11558,,,,,,
block_1,10985,19.1397,1.06875,0,19.1695,11556,,,,,,
block_1,10979,19.1397,1.0125,0,19.1664,11552,,,,,,
block_1,10977,19.1397,0.95625,0,19.1635,11550,,,,,,
block_1,5179,19.1397,0.9,0,19.1608,7222,,,,,,
block_1,5177,19.1397,0.84375,0,19.1583,7220,,,,,,
block_1,5171,19.1397,0.7875,0,19.1559,7216,,,,,,
block_1,5169,19.1397,0.73125,0,19.1536,7214,,,,,,
block_1,5147,19.1397,0.675,0,19.1516,7198,,,,,,
block_1,5145,19.1397,0.61875,0,19.1497,7196,,,,,,
block_1,5139,19.1397,0.5625,0,19.1479,7192,,,,,,
block_1,5137,19.1397,0.50625,0,19.1464,7190,,,,,,
block_1,5051,19.1397,0.45,0,19.145,7126,,,,,,
block_1,5049,19.1397,0.39375,0,19.1437,7124,,,,,,
block_1,5043,19.1397,0.3375,0,19.1426,7120,,,,,,
block_1,5041,19.1397,0.28125,0,19.1417,7118,,,,,,
block_1,5019,19.1397,0.225,0,19.141,7102,,,,,,
block_1,5017,19.1397,0.16875,0,19.1404,7100,,,,,,
block_1,5009,19.1397,0.1125,0,19.14,7095,,,,,,
block_1,5006,19.1397,0.05625,0,19.1398,7093,,,,,,
block_1,5005,19.1397,0,0,19.1397,7092,,,,,,
block_1,11136,19.0761,1.8,0,19.1608,809,,,,,,
block_1,11134,19.0761,1.74375,0,19.1556,11668,,,,,,
block_1,11128,19.0761,1.6875,0,19.1506,3021,,,,,,
block_1,11126,19.0761,1.63125,0,19.1457,11662,,,,,,
block_1,11104,19.0761,1.575,0,19.141,807,,,,,,
block_1,11102,19.0761,1.51875,0,19.1364,11644,,,,,,
block_1,11096,19.0761,1.4625,0,19.1321,3015,,,,,,
block_1,11094,19.0761,1.40625,0,19.1278,11638,,,,,,
block_1,11008,19.0761,1.35,0,19.1238,803,,,,,,
block_1,11006,19.0761,1.29375,0,19.1199,11572,,,,,,
block_1,11000,19.0761,1.2375,0,19.1162,2997,,,,,,
block_1,10998,19.0761,1.18125,0,19.1126,11566,,,,,,
block_1,10976,19.0761,1.125,0,19.1092,801,,,,,,
block_1,10974,19.0761,1.06875,0,19.106,11548,,,,,,
block_1,10968,19.0761,1.0125,0,19.1029,2991,,,,,,
block_1,10966,19.0761,0.95625,0,19.1,11542,,,,,,
block_1,5168,19.0761,0.9,0,19.0973,523,,,,,,
block_1,5166,19.0761,0.84375,0,19.0947,7212,,,,,,
block_1,5160,19.0761,0.7875,0,19.0923,1897,,,,,,
block_1,5158,19.0761,0.73125,0,19.0901,7206,,,,,,
block_1,5136,19.0761,0.675,0,19.088,521,,,,,,
block_1,5134,19.0761,0.61875,0,19.0861,7188,,,,,,
block_1,5128,19.0761,0.5625,0,19.0844,1891,,,,,,
block_1,5126,19.0761,0.50625,0,19.0828,7182,,,,,,
block_1,5040,19.0761,0.45,0,19.0814,517,,,,,,
block_1,5038,19.0761,0.39375,0,19.0802,7116,,,,,,
block_1,5032,19.0761,0.3375,0,19.0791,1873,,,,,,
block_1,5030,19.0761,0.28125,0,19.0782,7110,,,,,,
block_1,5004,19.0761,0.225,0,19.0774,515,,,,,,
block_1,5002,19.0761,0.16875,0,19.0768,7090,,,,,,
block_1,4996,19.0761,0.1125,0,19.0764,1866,,,,,,
block_1,4994,19.0761,0.05625,0,19.0762,7084,,,,,,
block_1,4993,19.0761,0,0,19.0761,514,,,,,,
block_1,11135,19.0125,1.8,0,19.0975,11669,,,,,,
block_1,11133,19.0125,1.74375,0,19.0923,11667,,,,,,
block_1,11127,19.0125,1.6875,0,19.0872,11663,,,,,,
block_1,11125,19.0125,1.63125,0,19.0824,11661,,,,,,
block_1,11103,19.0125,1.575,0,19.0776,11645,,,,,,
block_1,11101,19.0125,1.51875,0,19.0731,11643,,,,,,
block_1,11095,19.0125,1.4625,0,19.0687,11639,,,,,,
block_1,11093,19.0125,1.40625,0,19.0644,11637,,,,,,
block_1,11007,19.0125,1.35,0,19.0604,11573,,,,,,
block_1,11005,19.0125,1.29375,0,19.0565,11571,,,,,,
block_1,10999,19.0125,1.2375,0,19.0527,11567,,,,,,
block_1,10997,19.0125,1.18125,0,19.0492,11565,,,,,,
block_1,10975,19.0125,1.125,0,19.0458,11549,,,,,,
block_1,10973,19.0125,1.06875,0,19.0425,11547,,,,,,
block_1,10967,19.0125,1.0125,0,19.0394,11543,,,,,,
block_1,10965,19.0125,0.95625,0,19.0365,11541,,,,,,
block_1,5167,19.0125,0.9,0,19.0338,7213,,,,,,
block_1,5165,19.0125,0.84375,0,19.0312,7211,,,,,,
block_1,5159,19.0125,0.7875,0,19.0288,7207,,,,,,
block_1,5157,19.0125,0.73125,0,19.0266,7205,,,,,,
block_1,5135,19.0125,0.675,0,19.0245,7189,,,,,,
block_1,5133,19.0125,0.61875,0,19.0226,7187,,,,,,
block_1,5127,19.0125,0.5625,0,19.0208,7183,,,,,,
block_1,5125,19.0125,0.50625,0,19.0192,7181,,,,,,
block_1,5039,19.0125,0.45,0,19.0178,7117,,,,,,
block_1,5037,19.0125,0.39375,0,19.0166,7115,,,,,,
block_1,5031,19.0125,0.3375,0,19.0155,7111,,,,,,
block_1,5029,19.0125,0.28125,0,19.0146,7109,,,,,,
block_1,5003,19.0125,0.225,0,19.0138,7091,,,,,,
block_1,5001,19.0125,0.16875,0,19.0132,7089,,,,,,
block_1,4995,19.0125,0.1125,0,19.0128,7085,,,,,,
block_1,4992,19.0125,0.05625,0,19.0126,7083,,,,,,
block_1,4991,19.0125,0,0,19.0125,7082,,,,,,
block_1,11132,18.9489,1.8,0,19.0342,3022,,,,,,
block_1,11130,18.9489,1.74375,0,19.029,11665,,,,,,
block_1,11124,18.9489,1.6875,0,19.0239,3020,,,,,,
block_1,11122,18.9489,1.63125,0,19.019,11659,,,,,,
block_1,11100,18.9489,1.575,0,19.0143,3016,,,,,,
block_1,11098,18.9489,1.51875,0,19.0097,11641,,,,,,
block_1,11092,18.9489,1.4625,0,19.0053,3014,,,,,,
block_1,11090,18.9489,1.40625,0,19.001,11635,,,,,,
block_1,11004,18.9489,1.35,0,18.9969,2998,,,,,,
block_1,11002,18.9489,1.29375,0,18.993,11569,,,,,,
block_1,10996,18.9489,1.2375,0,18.9893,2996,,,,,,
block_1,10994,18.9489,1.18125,0,18.9857,11563,,,,,,
block_1,10972,18.9489,1.125,0,18.9823,2992,,,,,,
block_1,10970,18.9489,1.06875,0,18.979,11545,,,,,,
block_1,10964,18.9489,1.0125,0,18.9759,2990,,,,,,
block_1,10962,18.9489,0.95625,0,18.973,11539,,,,,,
block_1,5164,18.9489,0.9,0,18.9703,1898,,,,,,
block_1,5162,18.9489,0.84375,0,18.9677,7209,,,,,,
block_1,5156,18.9489,0.7875,0,18.9653,1896,,,,,,
block_1,5154,18.9489,0.73125,0,18.963,7203,,,,,,
block_1,5132,18.9489,0.675,0,18.9609,1892,,,,,,
block_1,5130,18.9489,0.61875,0,18.959,7185,,,,,,
block_1,5124,18.9489,0.5625,0,18.9573,1890,,,,,,
block_1,5122,18.9489,0.50625,0,18.9557,7179,,,,,,
block_1,5036,18.9489,0.45,0,18.9543,1874,,,,,,
block_1,5034,18.9489,0.39375,0,18.953,7113,,,,,,
block_1,5028,18.9489,0.3375,0,18.9519,1872,,,,,,
block_1,5026,18.9489,0.28125,0,18.951,7107,,,,,,
block_1,5000,18.9489,0.225,0,18.9502,1867,,,,,,
block_1,4998,18.9489,0.16875,0,18.9497,7087,,,,,,
block_1,4990,18.9489,0.1125,0,18.9492,1865,,,,,,
block_1,4988,18.9489,0.05625,0,18.949,7080,,,,,,
block_1,4987,18.9489,0,0,18.9489,1864,,,,,,
block_1,11131,18.8853,1.8,0,18.9709,11666,,,,,,
block_1,11129,18.8853,1.74375,0,18.9657,11664,,,,,,
block_1,11123,18.8853,1.6875,0,18.9606,11660,,,,,,
block_1,11121,18.8853,1.63125,0,18.9556,11658,,,,,,
block_1,11099,18.8853,1.575,0,18.9509,11642,,,,,,
block_1,11097,18.8853,1.51875,0,18.9463,11640,,,,,,
block_1,11091,18.8853,1.4625,0,18.9419,11636,,,,,,
block_1,11089,18.8853,1.40625,0,18.9376,11634,,,,,,
block_1,11003,18.8853,1.35,0,18.9335,11570,,,,,,
block_1,11001,18.8853,1.29375,0,18.9296,11568,,,,,,
block_1,10995,18.8853,1.2375,0,18.9258,11564,,,,,,
block_1,10993,18.8853,1.18125,0,18.9222,11562,,,,,,
block_1,10971,18.8853,1.125,0,18.9188,11546,,,,,,
block_1,10969,18.8853,1.06875,0,18.9155,11544,,,,,,
block_1,10963,18.8853,1.0125,0,18.9124,11540,,,,,,
block_1,10961,18.8853,0.95625,0,18.9095,11538,,,,,,
block_1,5163,18.8853,0.9,0,18.9068,7210,,,,,,
block_1,5161,18.8853,0.84375,0,18.9042,7208,,,,,,
block_1,5155,18.8853,0.7875,0,18.9017,7204,,,,,,
block_1,5153,18.8853,0.73125,0,18.8995,7202,,,,,,
block_1,5131,18.8853,0.675,0,18.8974,7186,,,,,,
block_1,5129,18.8853,0.61875,0,18.8955,7184,,,,,,
block_1,5123,18.8853,0.5625,0,18.8937,7180,,,,,,
block_1,5121,18.8853,0.50625,0,18.8921,7178,,,,,,
block_1,5035,18.8853,0.45,0,18.8907,7114,,,,,,
block_1,5033,18.8853,0.39375,0,18.8894,7112,,,,,,
block_1,5027,18.8853,0.3375,0,18.8883,7108,,,,,,
block_1,5025,18.8853,0.28125,0,18.8874,7106,,,,,,
block_1,4999,18.8853,0.225,0,18.8867,7088,,,,,,
block_1,4997,18.8853,0.16875,0,18.8861,7086,,,,,,
block_1,4989,18.8853,0.1125,0,18.8857,7081,,,,,,
block_1,4986,18.8853,0.05625,0,18.8854,7079,,,,,,
block_1,4985,18.8853,0,0,18.8853,7078,,,,,,
block_1,11088,18.8217,1.8,0,18.9076,229,,,,,,
block_1,11086,18.8217,1.74375,0,18.9023,11632,,,,,,
block_1,11080,18.8217,1.6875,0,18.8972,3012,,,,,,
block_1,11078,18.8217,1.63125,0,18.8923,11626,,,,,,
block_1,11056,18.8217,1.575,0,18.8875,805,,,,,,
block_1,11054,18.8217,1.51875,0,18.8829,11608,,,,,,
block_1,11048,18.8217,1.4625,0,18.8785,3006,,,,,,
block_1,11046,18.8217,1.40625,0,18.8742,11602,,,,,,
block_1,10960,18.8217,1.35,0,18.8701,227,,,,,,
block_1,10958,18.8217,1.29375,0,18.8662,11536,,,,,,
block_1,10952,18.8217,1.2375,0,18.8624,2988,,,,,,
block_1,10950,18.8217,1.18125,0,18.8588,11530,,,,,,
block_1,10928,18.8217,1.125,0,18.8553,799,,,,,,
block_1,10926,18.8217,1.06875,0,18.8521,11512,,,,,,
block_1,10920,18.8217,1.0125,0,18.849,2982,,,,,,
block_1,10918,18.8217,0.95625,0,18.846,11506,,,,,,
block_1,5120,18.8217,0.9,0,18.8432,155,,,,,,
block_1,5118,18.8217,0.84375,0,18.8406,7176,,,,,,
block_1,5112,18.8217,0.7875,0,18.8382,1888,,,,,,
block_1,5110,18.8217,0.73125,0,18.8359,7170,,,,,,
block_1,5088,18.8217,0.675,0,18.8338,519,,,,,,
block_1,5086,18.8217,0.61875,0,18.8319,7152,,,,,,
block_1,5080,18.8217,0.5625,0,18.8301,1882,,,,,,
block_1,5078,18.8217,0.50625,0,18.8285,7146,,,,,,
block_1,4984,18.8217,0.45,0,18.8271,153,,,,,,
block_1,4982,18.8217,0.39375,0,18.8259,7076,,,,,,
block_1,4976,18.8217,0.3375,0,18.8248,1862,,,,,,
block_1,4974,18.8217,0.28125,0,18.8238,7070,,,,,,
block_1,4952,18.8217,0.225,0,18.8231,512,,,,,,
block_1,4950,18.8217,0.16875,0,18.8225,7052,,,,,,
block_1,4944,18.8217,0.1125,0,18.8221,1856,,,,,,
block_1,4942,18.8217,0.05625,0,18.8218,7046,,,,,,
block_1,4941,18.8217,0,0,18.8217,152,,,,,,
block_1,11087,18.7582,1.8,0,18.8443,11633,,,,,,
block_1,11085,18.7582,1.74375,0,18.839,11631,,,,,,
block_1,11079,18.7582,1.6875,0,18.8339,11627,,,,,,
block_1,11077,18.7582,1.63125,0,18.8289,11625,,,,,,
block_1,11055,18.7582,1.575,0,18.8242,11609,,,,,,
block_1,11053,18.7582,1.51875,0,18.8195,11607,,,,,,
block_1,11047,18.7582,1.4625,0,18.8151,11603,,,,,,
block_1,11045,18.7582,1.40625,0,18.8108,11601,,,,,,
block_1,10959,18.7582,1.35,0,18.8067,11537,,,,,,
block_1,10957,18.7582,1.29375,0,18.8027,11535,,,,,,
block_1,10951,18.7582,1.2375,0,18.7989,11531,,,,,,
block_1,10949,18.7582,1.18125,0,18.7953,11529,,,,,,
block_1,10927,18.7582,1.125,0,18.7919,11513,,,,,,
block_1,10925,18.7582,1.06875,0,18.7886,11511,,,,,,
block_1,10919,18.7582,1.0125,0,18.7855,11507,,,,,,
block_1,10917,18.7582,0.95625,0,18.7825,11505,,,,,,
block_1,5119,18.7582,0.9,0,18.7797,7177,,,,,,
block_1,5117,18.7582,0.84375,0,18.7771,7175,,,,,,
block_1,5111,18.7582,0.7875,0,18.7747,7171,,,,,,
block_1,5109,18.7582,0.73125,0,18.7724,7169,,,,,,
block_1,5087,18.7582,0.675,0,18.7703,7153,,,,,,
block_1,5085,18.7582,0.61875,0,18.7684,7151,,,,,,
block_1,5079,18.7582,0.5625,0,18.7666,7147,,,,,,
block_1,5077,18.7582,0.50625,0,18.765,7145,,,,,,
block_1,4983,18.7582,0.45,0,18.7635,7077,,,,,,
block_1,4981,18.7582,0.39375,0,18.7623,7075,,,,,,
block_1,4975,18.7582,0.3375,0,18.7612,7071,,,,,,
block_1,4973,18.7582,0.28125,0,18.7603,7069,,,,,,
block_1,4951,18.7582,0.225,0,18.7595,7053,,,,,,
block_1,4949,18.7582,0.16875,0,18.7589,7051,,,,,,
block_1,4943,18.7582,0.1125,0,18.7585,7047,,,,,,
block_1,4940,18.7582,0.05625,0,18.7582,7045,,,,,,
block_1,4939,18.7582,0,0,18.7582,7044,,,,,,
block_1,11084,18.6946,1.8,0,18.781,3013,,,,,,
block_1,11082,18.6946,1.74375,0,18.7757,11629,,,,,,
block_1,11076,18.6946,1.6875,0,18.7706,3011,,,,,,
block_1,11074,18.6946,1.63125,0,18.7656,11623,,,,,,
block_1,11052,18.6946,1.575,0,18.7608,3007,,,,,,
block_1,11050,18.6946,1.51875,0,18.7562,11605,,,,,,
block_1,11044,18.6946,1.4625,0,18.7517,3005,,,,,,
block_1,11042,18.6946,1.40625,0,18.7474,11599,,,,,,
block_1,10956,18.6946,1.35,0,18.7432,2989,,,,,,
block_1,10954,18.6946,1.29375,0,18.7393,11533,,,,,,
block_1,10948,18.6946,1.2375,0,18.7355,2987,,,,,,
block_1,10946,18.6946,1.18125,0,18.7318,11527,,,,,,
block_1,10924,18.6946,1.125,0,18.7284,2983,,,,,,
block_1,10922,18.6946,1.06875,0,18.7251,11509,,,,,,
block_1,10916,18.6946,1.0125,0,18.722,2981,,,,,,
block_1,10914,18.6946,0.95625,0,18.719,11503,,,,,,
block_1,5116,18.6946,0.9,0,18.7162,1889,,,,,,
block_1,5114,18.6946,0.84375,0,18.7136,7173,,,,,,
block_1,5108,18.6946,0.7875,0,18.7111,1887,,,,,,
block_1,5106,18.6946,0.73125,0,18.7089,7167,,,,,,
block_1,5084,18.6946,0.675,0,18.7067,1883,,,,,,
block_1,5082,18.6946,0.61875,0,18.7048,7149,,,,,,
block_1,5076,18.6946,0.5625,0,18.703,1881,,,,,,
block_1,5074,18.6946,0.50625,0,18.7014,7143,,,,,,
block_1,4980,18.6946,0.45,0,18.7,1863,,,,,,
block_1,4978,18.6946,0.39375,0,18.6987,7073,,,,,,
block_1,4972,18.6946,0.3375,0,18.6976,1861,,,,,,
block_1,4970,18.6946,0.28125,0,18.6967,7067,,,,,,
block_1,4948,18.6946,0.225,0,18.6959,1857,,,,,,
block_1,4946,18.6946,0.16875,0,18.6953,7049,,,,,,
block_1,4938,18.6946,0.1125,0,18.6949,1855,,,,,,
block_1,4936,18.6946,0.05625,0,18.6946,7042,,,,,,
block_1,4935,18.6946,0,0,18.6946,1854,,,,,,
block_1,11083,18.631,1.8,0,18.7177,11630,,,,,,
block_1,11081,18.631,1.74375,0,18.7124,11628,,,,,,
block_1,11075,18.631,1.6875,0,18.7072,11624,,,,,,
block_1,11073,18.631,1.63125,0,18.7023,11622,,,,,,
block_1,11051,18.631,1.575,0,18.6974,11606,,,,,,
block_1,11049,18.631,1.51875,0,18.6928,11604,,,,,,
block_1,11043,18.631,1.4625,0,18.6883,11600,,,,,,
block_1,11041,18.631,1.40625,0,18.684,11598,,,,,,
block_1,10955,18.631,1.35,0,18.6798,11534,,,,,,
block_1,10953,18.631,1.29375,0,18.6758,11532,,,,,,
block_1,10947,18.631,1.2375,0,18.672,11528,,,,,,
block_1,10945,18.631,1.18125,0,18.6684,11526,,,,,,
block_1,10923,18.631,1.125,0,18.6649,11510,,,,,,
block_1,10921,18.631,1.06875,0,18.6616,11508,,,,,,
block_1,10915,18.631,1.0125,0,18.6585,11504,,,,,,
block_1,10913,18.631,0.95625,0,18.6555,11502,,,,,,
block_1,5115,18.631,0.9,0,18.6527,7174,,,,,,
block_1,5113,18.631,0.84375,0,18.6501,7172,,,,,,
block_1,5107,18.631,0.7875,0,18.6476,7168,,,,,,
block_1,5105,18.631,0.73125,0,18.6453,7166,,,,,,
block_1,5083,18.631,0.675,0,18.6432,7150,,,,,,
block_1,5081,18.631,0.61875,0,18.6413,7148,,,,,,
block_1,5075,18.631,0.5625,0,18.6395,7144,,,,,,
block_1,5073,18.631,0.50625,0,18.6379,7142,,,,,,
block_1,4979,18.631,0.45,0,18.6364,7074,,,,,,
block_1,4977,18.631,0.39375,0,18.6351,7072,,,,,,
block_1,4971,18.631,0.3375,0,18.634,7068,,,,,,
block_1,4969,18.631,0.28125,0,18.6331,7066,,,,,,
block_1,4947,18.631,0.225,0,18.6323,7050,,,,,,
block_1,4945,18.631,0.16875,0,18.6317,7048,,,,,,
block_1,4937,18.631,0.1125,0,18.6313,7043,,,,,,
block_1,4934,18.631,0.05625,0,18.6311,7041,,,,,,
block_1,4933,18.631,0,0,18.631,7040,,,,,,
block_1,11072,18.5674,1.8,0,18.6544,806,,,,,,
block_1,11070,18.5674,1.74375,0,18.6491,11620,,,,,,
block_1,11064,18.5674,1.6875,0,18.6439,3009,,,,,,
block_1,11062,18.5674,1.63125,0,18.6389,11614,,,,,,
block_1,11040,18.5674,1.575,0,18.6341,804,,,,,,
block_1,11038,18.5674,1.51875,0,18.6294,11596,,,,,,
block_1,11032,18.5674,1.4625,0,18.6249,3003,,,,,,
block_1,11030,18.5674,1.40625,0,18.6206,11590,,,,,,
block_1,10944,18.5674,1.35,0,18.6164,800,,,,,,
block_1,10942,18.5674,1.29375,0,18.6124,11524,,,,,,
block_1,10936,18.5674,1.2375,0,18.6086,2985,,,,,,
block_1,10934,18.5674,1.18125,0,18.6049,11518,,,,,,
block_1,10912,18.5674,1.125,0,18.6014,798,,,,,,
block_1,10910,18.5674,1.06875,0,18.5981,11500,,,,,,
block_1,10904,18.5674,1.0125,0,18.595,2979,,,,,,
block_1,10902,18.5674,0.95625,0,18.592,11494,,,,,,
block_1,5104,18.5674,0.9,0,18.5892,520,,,,,,
block_1,5102,18.5674,0.84375,0,18.5866,7164,,,,,,
block_1,5096,18.5674,0.7875,0,18.5841,1885,,,,,,
block_1,5094,18.5674,0.73125,0,18.5818,7158,,,,,,
block_1,5072,18.5674,0.675,0,18.5797,518,,,,,,
block_1,5070,18.5674,0.61875,0,18.5777,7140,,,,,,
block_1,5064,18.5674,0.5625,0,18.5759,1879,,,,,,
block_1,5062,18.5674,0.50625,0,18.5743,7134,,,,,,
block_1,4968,18.5674,0.45,0,18.5728,513,,,,,,
block_1,4966,18.5674,0.39375,0,18.5716,7064,,,,,,
block_1,4960,18.5674,0.3375,0,18.5705,1859,,,,,,
block_1,4958,18.5674,0.28125,0,18.5695,7058,,,,,,
block_1,4932,18.5674,0.225,0,18.5688,511,,,,,,
block_1,4930,18.5674,0.16875,0,18.5682,7038,,,,,,
block_1,4924,18.5674,0.1125,0,18.5677,1852,,,,,,
block_1,4922,18.5674,0.05625,0,18.5675,7032,,,,,,
block_1,4921,18.5674,0,0,18.5674,510,,,,,,
block_1,11071,18.5038,1.8,0,18.5911,11621,,,,,,
block_1,11069,18.5038,1.74375,0,18.5858,11619,,,,,,
block_1,11063,18.5038,1.6875,0,18.5806,11615,,,,,,
block_1,11061,18.5038,1.63125,0,18.5756,11613,,,,,,
block_1,11039,18.5038,1.575,0,18.5707,11597,,,,,,
block_1,11037,18.5038,1.51875,0,18.566,11595,,,,,,
block_1,11031,18.5038,1.4625,0,18.5615,11591,,,,,,
block_1,11029,18.5038,1.40625,0,18.5572,11589,,,,,,
block_1,10943,18.5038,1.35,0,18.553,11525,,,,,,
block_1,10941,18.5038,1.29375,0,18.549,11523,,,,,,
block_1,10935,18.5038,1.2375,0,18.5451,11519,,,,,,
block_1,10933,18.5038,1.18125,0,18.5415,11517,,,,,,
block_1,10911,18.5038,1.125,0,18.538,11501,,,,,,
block_1,10909,18.5038,1.06875,0,18.5346,11499,,,,,,
block_1,10903,18.5038,1.0125,0,18.5315,11495,,,,,,
block_1,10901,18.5038,0.95625,0,18.5285,11493,,,,,,
block_1,5103,18.5038,0.9,0,18.5257,7165,,,,,,
block_1,5101,18.5038,0.84375,0,18.523,7163,,,,,,
block_1,5095,18.5038,0.7875,0,18.5206,7159,,,,,,
block_1,5093,18.5038,0.73125,0,18.5182,7157,,,,,,
block_1,5071,18.5038,0.675,0,18.5161,7141,,,,,,
block_1,5069,18.5038,0.61875,0,18.5141,7139,,,,,,
block_1,5063,18.5038,0.5625,0,18.5124,7135,,,,,,
block_1,5061,18.5038,0.50625,0,18.5107,7133,,,,,,
block_1,4967,18.5038,0.45,0,18.5093,7065,,,,,,
block_1,4965,18.5038,0.39375,0,18.508,7063,,,,,,
block_1,4959,18.5038,0.3375,0,18.5069,7059,,,,,,
block_1,4957,18.5038,0.28125,0,18.5059,7057,,,,,,
block_1,4931,18.5038,0.225,0,18.5052,7039,,,,,,
block_1,4929,18.5038,0.16875,0,18.5046,7037,,,,,,
block_1,4923,18.5038,0.1125,0,18.5041,7033,,,,,,
block_1,4920,18.5038,0.05625,0,18.5039,7031,,,,,,
block_1,4919,18.5038,0,0,18.5038,7030,,,,,,
block_1,11068,18.4402,1.8,0,18.5279,3010,,,,,,
block_1,11066,18.4402,1.74375,0,18.5225,11617,,,,,,
block_1,11060,18.4402,1.6875,0,18.5173,3008,,,,,,
block_1,11058,18.4402,1.63125,0,18.5122,11611,,,,,,
block_1,11036,18.4402,1.575,0,18.5074,3004,,,,,,
block_1,11034,18.4402,1.51875,0,18.5027,11593,,,,,,
block_1,11028,18.4402,1.4625,0,18.4981,3002,,,,,,
block_1,11026,18.4402,1.40625,0,18.4938,11587,,,,,,
block_1,10940,18.4402,1.35,0,18.4896,2986,,,,,,
block_1,10938,18.4402,1.29375,0,18.4855,11521,,,,,,
block_1,10932,18.4402,1.2375,0,18.4817,2984,,,,,,
block_1,10930,18.4402,1.18125,0,18.478,11515,,,,,,
block_1,10908,18.4402,1.125,0,18.4745,2980,,,,,,
block_1,10906,18.4402,1.06875,0,18.4712,11497,,,,,,
block_1,10900,18.4402,1.0125,0,18.468,2978,,,,,,
block_1,10898,18.4402,0.95625,0,18.465,11491,,,,,,
block_1,5100,18.4402,0.9,0,18.4622,1886,,,,,,
block_1,5098,18.4402,0.84375,0,18.4595,7161,,,,,,
block_1,5092,18.4402,0.7875,0,18.457,1884,,,,,,
block_1,5090,18.4402,0.73125,0,18.4547,7155,,,,,,
block_1,5068,18.4402,0.675,0,18.4526,1880,,,,,,
block_1,5066,18.4402,0.61875,0,18.4506,7137,,,,,,
block_1,5060,18.4402,0.5625,0,18.4488,1878,,,,,,
block_1,5058,18.4402,0.50625,0,18.4472,7131,,,,,,
block_1,4964,18.4402,0.45,0,18.4457,1860,,,,,,
block_1,4962,18.4402,0.39375,0,18.4444,7061,,,,,,
block_1,4956,18.4402,0.3375,0,18.4433,1858,,,,,,
block_1,4954,18.4402,0.28125,0,18.4424,7055,,,,,,
block_1,4928,18.4402,0.225,0,18.4416,1853,,,,,,
block_1,4926,18.4402,0.16875,0,18.441,7035,,,,,,
block_1,4918,18.4402,0.1125,0,18.4406,1851,,,,,,
block_1,4916,18.4402,0.05625,0,18.4403,7028,,,,,,
block_1,4915,18.4402,0,0,18.4402,1850,,,,,,
block_1,11067,18.3766,1.8,0,18.4646,11618,,,,,,
block_1,11065,18.3766,1.74375,0,18.4592,11616,,,,,,
block_1,11059,18.3766,1.6875,0,18.4539,11612,,,,,,
block_1,11057,18.3766,1.63125,0,18.4489,11610,,,,,,
block_1,11035,18.3766,1.575,0,18.444,11594,,,,,,
block_1,11033,18.3766,1.51875,0,18.4393,11592,,,,,,
block_1,11027,18.3766,1.4625,0,18.4347,11588,,,,,,
block_1,11025,18.3766,1.40625,0,18.4304,11586,,,,,,
block_1,10939,18.3766,1.35,0,18.4262,11522,,,,,,
block_1,10937,18.3766,1.29375,0,18.4221,11520,,,,,,
block_1,10931,18.3766,1.2375,0,18.4183,11516,,,,,,
block_1,10929,18.3766,1.18125,0,18.4146,11514,,,,,,
block_1,10907,18.3766,1.125,0,18.411,11498,,,,,,
block_1,10905,18.3766,1.06875,0,18.4077,11496,,,,,,
block_1,10899,18.3766,1.0125,0,18.4045,11492,,,,,,
block_1,10897,18.3766,0.95625,0,18.4015,11490,,,,,,
block_1,5099,18.3766,0.9,0,18.3987,7162,,,,,,
block_1,5097,18.3766,0.84375,0,18.396,7160,,,,,,
block_1,5091,18.3766,0.7875,0,18.3935,7156,,,,,,
block_1,5089,18.3766,0.73125,0,18.3912,7154,,,,,,
block_1,5067,18.3766,0.675,0,18.389,7138,,,,,,
block_1,5065,18.3766,0.61875,0,18.387,7136,,,,,,
block_1,5059,18.3766,0.5625,0,18.3852,7132,,,,,,
block_1,5057,18.3766,0.50625,0,18.3836,7130,,,,,,
block_1,4963,18.3766,0.45,0,18.3821,7062,,,,,,
block_1,4961,18.3766,0.39375,0,18.3808,7060,,,,,,
block_1,4955,18.3766,0.3375,0,18.3797,7056,,,,,,
block_1,4953,18.3766,0.28125,0,18.3788,7054,,,,,,
block_1,4927,18.3766,0.225,0,18.378,7036,,,,,,
block_1,4925,18.3766,0.16875,0,18.3774,7034,,,,,,
block_1,4917,18.3766,0.1125,0,18.377,7029,,,,,,
block_1,4914,18.3766,0.05625,0,18.3767,7027,,,,,,
block_1,4913,18.3766,0,0,18.3766,7026,,,,,,
block_1,10896,18.313,1.8,0,18.4013,67,,,,,,
block_1,10894,18.313,1.74375,0,18.3959,11488,,,,,,
block_1,10888,18.313,1.6875,0,18.3906,2976,,,,,,
block_1,10886,18.313,1.63125,0,18.3856,11482,,,,,,
