stress_rr,stress_rt,stress_rz,stress_tt,stress_tz,stress_zz,vol
18.7473,0,6.91696,91.724,0,-4.6006,129.971457990194
9.7881,0,9.6956,45.7321,0,-3.59483,129.971457990194
0.147921,0,10.4521,-0.371941,0,-2.68,129.971457990194
-9.57839,0,9.2275,-46.498,0,-1.78012,129.971457990194
-18.786,0,6.06138,-92.5495,0,-0.810378,129.971457990194
47.2133,0,4.56113,110.985,0,1.24332,114.680698226642
23.3464,0,8.68348,55.4415,0,0.422267,114.680698226642
-0.0495626,0,10.1272,0.155485,0,-0.274432,114.680698226642
-23.3344,0,8.93686,-55.0876,0,-0.922054,114.680698226642
-46.8333,0,5.07191,-110.495,0,-1.59863,114.680698226642
72.5808,0,4.34903,127.561,0,-0.230203,99.3899384630895
36.4117,0,7.62054,63.818,0,-0.387679,99.3899384630895
0.128384,0,8.70669,0.0992456,0,-0.74016,99.3899384630896
-36.1969,0,7.55428,-63.6409,0,-1.13081,99.3899384630895
-72.5281,0,4.17969,-127.46,0,-1.4086,99.3899384630895
96.3575,0,3.25404,144.32,0,0.134304,84.0991786995373
48.1732,0,6.58721,72.1381,0,-0.273526,84.0991786995373
0.0742178,0,7.69075,0.096427,0,-0.694381,84.0991786995373
-48.0145,0,6.60173,-71.9378,0,-1.09779,84.0991786995373
-96.1454,0,3.30991,-144.089,0,-1.44498,84.0991786995373
118.542,0,2.35617,161.168,0,0.0477476,68.8084189359851
59.314,0,5.56352,80.571,0,-0.293501,68.8084189359851
0.101114,0,6.64551,0.110024,0,-0.682449,68.8084189359851
-59.1129,0,5.56726,-80.3527,0,-1.07748,68.8084189359851
-118.355,0,2.35032,-160.96,0,-1.44328,68.8084189359851
140.163,0,1.15745,179.344,0,0.00112723,53.5176591724329
70.2024,0,4.68437,89.664,0,-0.259198,53.5176591724329
0.105063,0,5.84015,0.111142,0,-0.691292,53.5176591724329
-69.9926,0,4.68527,-89.4413,0,-1.12187,53.5176591724328
-139.949,0,1.16479,-179.118,0,-1.37396,53.5176591724328
163.127,0,0.020566,201.284,0,0.349379,38.2268994088806
81.4973,0,3.75475,100.478,0,-0.331604,38.2268994088806
0.112052,0,5.04576,0.115842,0,-0.687708,38.2268994088806
-81.2727,0,3.75761,-100.247,0,-1.04419,38.2268994088806
-162.903,0,0.0242043,-201.053,0,-1.72816,38.2268994088806
192.855,0,-4.41377,232.415,0,-1.99963,22.9361396453284
97.7136,0,4.54615,115.988,0,-1.07947,22.9361396453284
0.117142,0,7.4688,0.118512,0,-0.688567,22.9361396453284
-97.4795,0,4.54719,-115.751,0,-0.297786,22.9361396453284
-192.621,0,-4.41089,-232.178,0,0.62287,22.9361396453284
281.816,0,-6.33489,281.816,0,7.7412,7.64537988177612
139.091,0,4.23437,139.091,0,4.26898,7.64537988177612
0.120304,0,7.51415,0.120304,0,-0.687986,7.64537988177612
-138.85,0,4.23532,-138.85,0,-5.64504,7.64537988177612
-281.575,0,-6.33345,-281.575,0,-9.11796,7.64537988177612
5.36292,0,-1.63178,78.9624,0,-3.1197,133.545333792918
2.85317,0,0.540085,39.4304,0,-2.50363,133.545333792918
0.21404,0,1.3778,-0.0278514,0,-1.57619,133.545333792918
-2.64067,0,0.83133,-39.5526,0,-0.656268,133.545333792918
-5.88328,0,-1.11743,-79.3089,0,-0.0676819,133.545333792918
